377,I disagr claim bibl regard personhood birth. scriptur say I knit togeth mother' womb. I ordain day came be. obviou god tell knew born. say peopl becom peopl time conception. woman miscarriag say I lost fetus? no!! lost babi person.twist scriptur keep atroci act kill innoc unborn child part nation sick policy. talk medieval...kil offspring. wake speak heart rather man' foolish intellectu gibber.
378,"richard (dick-head), go play 'race card'. that' usual lib-turd last resort, sinc fact challeng truth. So bother, i'm black 20-year american usaf veteran, real birth certificate. call 'black racist' brain - lover facts. live 'real-ville', least visit long enough get facts. stop post snide tripe pose lucid commentary, subject, like belt hold ovomit trousers, head. fool."
379,"No sweetie, tuff guy:you scumbag. better hope bite lip public punk. If Im ever unfortun enough presenc hear vile garbage, thing hole.i go first - use real number time."
380,hey! jared...you'r go wake fuck breath fuck tube...
381,"you could just, say racial slurs. it' actual pretti fuck easi do."
382,kathi lee....shut pie hole...and fish lips....dumb ar
383,"hahahahah, delus moron."
384,"not bitch name phantom trynna attack . lmfao wanna talk tolerance, mf wanna see someon love disord I make fun it, dare stay quiet. lmfao stfu go back room incel"
385,"the thing desperate, manipul peopl avoid incel."
386,"glad know twitter still great job censor nazi hate speech.second time month i'v suspend joke tweets. some spite motherfuck report pretti much everi time I say anything.suck dick, incel twat."
387,"Or refrain sex. just will jump cock carousel without anticip potenti consequ whore, doesnƒ??t give right author life in-utero child,which product poor decis"
388,idiot.......................
389,"We american love talk shit country. We know countri shit. you tri fit ""roast us"" make look like weird incel tri fit in, especi school shootings."
390,"they'r sluts, stoop level fuck u subhumans."
391,haha green red loser win moron
392,Oh go kiss goat....and dummycrap insult veterans....even coward-incompetent-chief.....everyon enemy....and fall.....and hard boy.
393,shit.. must ageniu
394,juggalo suck troll
395,"bitch say idea incel means, yƒ??all throw word"
396,"oh, alway lie say realli stupid stuff even close correct, deni it.and flag get banned."
397,"dude, idiot lol....whi trade anthoni lin sign trade williams.b win win teams. anthoni ball hog get shot nets."
398,thread woman retard lazi point becom delusion straight lie victimis themselves:
399,"you incel council, grant rank truecel"
400,"perhap ""if like s*ra incel"" ""if like defend riot shitti marketing"" bad opinion"
401,text bot gener lyric think i'm fuck incel lmao
402,i'm fuck idiot)
403,wish could casual carri samurai sword around outfit without look like incel school shooter
404,faltu firmwar lp5 4.0.3 video graphic vri bad ram 687md fuck you....
405,you'r lame.
406,"wenttoauh made predict like you, know anyth football. make sense. pffft! like dish bama, let someon say someth auburn start crying, idiots."
407,"ye call incel think okay spew misogynist bullshit asian woman day bc think ""cater white men"", incred racist stereotyp asian women."
408,@crankyvinc found slice internets! fuck you.
409,"some alway like woman this, woman that, muh women bad. bro fault incel. So shut up."
410,ok hell released?i copi articl pther anyon fuck search tell fuck released?fuck it.
411,wow & benefit SO mani win year hi bat nice stupid
412,remind rag live famili member senselessli gun cold blood. idiot.
413,"Hi 2019cell want say suck alone. i'd know last 2 girlfriend dump brad! i'v singl almost 3 day I proud apart in-cell, terrorist organis i'v hear favourit medium sourc includ vice news. hey, anyon talk elliott robert kill roastys? just check fellow member incel, i'm acid women, I right?"
414,meanwhil chad go random foid tongu kiss get celebr
415,just prof pua shit normi advic approach foid get jail beat white knight tri shit 7 male. imma tri find sentenc date
416,you go jail look creepi foid much le sexual assault like kissing.
417,"suck dick, heat fan <b> suck dick heat fat </b> suck dick heat fan"
418,"fuck mate would make great kid story, like kid understand wage anything. biggest cunt play match, good moral."
419,respect AN idiot YO
420,U sir r bitch
421,"Oh krutboo, loser! I realli need ass I deserve, self righteou ignoramus. i'v alreadi wast much time treat civilly. fuck conserv cronies!"
422,"watch game??? damn, moron..."
423,"post dumb...., simpl vaselin trick everi time. might littl greasi least go back touch up. granni alway told use vaselin noth noth less."
424,fuck. fuck. fuck. I hate thi world.
425,I hate virgin
426,I would call dumbazz stupid would choic agr me. stupid grunt.
427,thing retard you.
428,start act like real feminin woman shut fuck up. you'r virgo well? smh
429,"must relat nigger above, live trailer park ?"
430,"yeah, like ignor peopl silly. realli think i'm hurt, plea real life.do confu mom singl mom marri dad ethnic background black american, I african, two differ cultures.th african put woman date non-bw, that' differ black american men. even date out, catch hell shit african women.get togeth ignor idiots.carol, I tell this, direct you. lol."
431,<div class=forum-item forum-reply><div class=forum-item-description><p>wond get pick up.&nbsp; alabama law basicli place pick drunk idiot look fight.</p></div></div>
432,bitch went ugli shit
433,"are serious? goddamn, even judg suck dri tit feminism. time begin world reset."
434,jesu 10/10 thread bet nowaday girl taken 50 cock highschool
435,"sir, idiot"
436,"wikipedia fact, idiot.&nbsp;"
437,readi idiots' bash you? dare accu king hi knight deceiv hi kingdom!!!
438,realli ask wvu rank ahead fsu? dumb?
439,sad littl boy.
440,"see mean? draiter delusional. think direct line capcom. trust kid, dont, capcom person hate you. fan get away from. spread neg talk shit hard work like top developer. not. psycho crazi kid think know best. fyi dont capcom make million re4 re5 soon re6. horror dead, wake"
441,idiot.
442,"shut ur nasti homo nigga,u still gona b stick ur shit femal as know fact either done dude thought it,nasti fucker,u categori nasti bitch"
443,same. retard
444,hate say korean american woman realli worst
445,life' hard shit whole surround moron exceptions.
446,"what fuck talk about, touch foid knee get someon charged?! you'r better cuck judg sentenc poor kid."
447,"glad know twitter still great job censor nazi hate speech.second time month i'v suspend joke tweets. some spite motherfuck report pretti much everi time I say anything.suck dick, incel twat."
448,"dear stemicnic, five hour deni fuckwit."
449,"I talk ape, dumb fail survey!"
450,fuck you.
451,strang moron....
452,moron bla bla moron person like you. wright man!
453,"murder bastard. hope die, cause: suck."
454,"i'm litterali piec shit, i'm 18 useless, i'm low i.q need precis i'm realli ugli"
455,"wenttoauh made predict like you, know anyth football. make sense. pffft! like dish bama, let someon say someth auburn start crying, idiots."
456,realli stupid tried.congrats.
457,know suck butcher english language. go school damnit
458,"stupid entrust first amend right. shut up, stupid."
459,lame congress idiot tyrant debat bullshit!!! terrorist except invent terrorism... mossad u.s. militari intellig go watch whistl blower w w w.dormantideas.c see congress complet touch tyrant bought paid for... joke 2 act equal hitler' enabl act 1933 debate!!!!!!!! fck debating!!!!!fckng wake idiots...
460,"stupid? If twin 21 moron. know mani apart are? doe matter? stupid them, related?"
461,someon flag me. thanks. you'r idiot.
462,let fight dont jump ...dog bitch even say shit.. talk bitch nigga ...do bitch shit day ...aint excu hit woman situation. dude suspect mess
463,mum bloodi wanker!
464,dude get fu.ck here....i ppl stupid
465,shut faggot faggot lol
466,kelli two broken legs? stupid broad.
467,fuck yea. fuck hatin fututr track. astronaut status!
468,sound stupid
469,hate averag
470,well... retarded.
471,"please. coon act like never unpaid ticket before. I fan bootlick pimp preachers, rape, kill molest anyone. ea up."
472,"blind, say alberto rio"
473,"white peopl invaded, took over, enslaved, abused, rip off, murdered, rape countri sinc begin time...but keep call white countri white peopl control, corrupt, steal live white countries. nuts????"
474,"are serious? goddamn, even judg suck dri tit feminism. time begin world reset."
475,stupid
476,fuck spoil rich fucker NO clue make dollar. Go work live see burn 100k bag. hell wouldnt even burn 50 dollar bag. art losers.
477,In year get married. well fuck go like anim toss kid away randomli rais god know who. we'r gonna wild animals.
478,got 5000 points... fuck ur
479,cour devast case idiot liber seem hold up. 5 day left silent major give heck bitch-slap.
480,hahaha! you'r moron. get it.
481,I wa born IN puerto rico I speak fuckin spanish fuck outta bitch I understood everi word U said smmfh eat food put pound ON get IT right
482,"fgm practic fuck birth. We societi woman incap form love, content dick depositori chadolaters. If beta male smart would take hospitals, sororities, high school circumcis everi femal sight."
483,y'all must geniu becaua know everyth everyone. stop ignorant. root team shut hell up. isnt debat fa ggots.
484,"jesu fuck christ, entitled, whini bitch."
485,nigga fuck dont flop obviou never watch ball stfu much dumbass comment like
486,"yeah black attend ivi leagu cant fuck spell...who spelling,engin fuck doctor assist written stuffs....matt fact requir two three english course,in academ life plenti draft help correct mistake.....grammar defin intelligence."
487,bankrupt.god unbeliev stupid
488,guy bomb bentley next! fuck retards...
489,wanna fuck milani
490,"you, 3x, condescend jerk."
491,I heard pump mother' stomach ingest much cum. smh..i told whore stop suck neighborhood watch group. lmfao.
492,sick homo
493,fuck fuck fuck mawe.
494,"would stupid, republican idiot like know intelligence? I never said obama senat everi fund bill filthi shameless liar- said I did! I said vote fund wars. talk retarded...i rich yet still stupid enough vote parti 1%. Go vote millionair stoog 1%- romney. I done dumbass night."
495,He say dumb bitch.
496,"amercana moron, check googl map edit crap post"
497,hahaha moron... say rose suck basic say cannot win w/o rose.... fuckkkinnngggg dumb as
498,fuck articl f'ck off..........
499,except realiti number prove stupid
500,"holi fuck shit, right. women complet evil, redempt them. even jesu christ would laugh tell go fuck ask forgiveness."
501,fuck paid troll.
502,woke bunch incel mention yucki
503,"shut fuck coward. get lost includ brood mare bore you. To rai insipid, selfish littl shit like must made quit great mom."
504,"dude, youƒ??r basic personif incel fedora guy meme combined. and liter neckbeard."
505,acomplet idiot clue posting. go away azzhol pomerantz starter moron dl. get clue
506,"interesting.anyon el would say nice adopt young boy.but, 60 year old, fat, hairy, trailer park hag say someth horribl like mr. J young.h keep lean follow great diet, fractal.i wager <i>long</i> worm food mr. J bounc grandbabi knees, malignant-heart useless cow."
507,birth me? realli stupid.
508,"the guy want friend, even tri hit her. imagin fuck lone googl ''how make friend'' merciless rostaci fuck report sexual assault want engag convers her. If chad would say ''let' fuck'' would drool him. ff [ragefuel] [erfuel] tbh"
509,"33, white, poor, fat, look like human version shrek, plu mole bodi resembl chew bubbl gum roll hair. depress 20 years, druggie, loner, bad teeth, bad person, etc. have girlfriends, exclus use money place stay. fuck bitches."
510,"you could just, say racial slurs. it' actual pretti fuck easi do."
511,"desper prove point hunt comment aveng now? realli pathetic, I hope realiz that."
512,"lindie0621 4 ago repli design4u1 yes, mexican everi day good god fear americansca seem get day sober.***********************************************************************************************************************no, mexican everyday eric holder order atf allow gun smuggl via fast furiou pathet attempt obama undermin 2nd amendmentn try. Go back bottle, now, canuck"
513,"respect sir, I fuck mother make breakfast father I even pancak told need syrup shit sweet!!!!!"
514,"you'r like littl girl. up, as face!"
515,funni like tv stop produc shit bantahh like current site. quit clearli live name.
516,"evid pain bad actress? Do know anyth el <i>twilight</i>? whi hunker imdb see el done, back say someth stupid said."
517,"you'r obviou retard idea 100mn mwd fit then, congratul"
518,"woman claim broke suffer trauma sub8 lightli touch her, afterward gag chad sweati cock."
519,wagwan cunts.i'm fuck loser britbongistan i'll tri keep shitpost minimum.about finish studi i'm ldare death
520,stupid bitch tv know dam well wouldnt shit stfu aint tough
521,comment far retard go somewh el
522,so...you say know footbal hall fame qb?? I listen rodger dodger staubach I listen idiot like
523,I think today first time I uniron call incel. doe mean i'v made big internet?
524,yea HE touch ugli girl stank as thta SO great! get fuck outta smh
525,"Go fuck wall cry, make sure ding jew stand behind might lose honor."
526,troll redneck...that fact.
527,whi reactionari incel element entertain progress circl
528,"damn, @machiavelli use low iq racist seem evolved. nuclear blackpil right there, obvious cucktear ignor fact usual. societi filth push u toward becom hero."
529,"No sir. I love black wouldnt trade world. alway treat respect alway knew pick well cau mother father taught well. No kid btw current studying. ignor black like fuck societi up. black woman reassur avg black repr idyl shit black woman fail comparison. Im good woman make happi prefer black latin, white asian be. I thought comment ignorance, decid give chanc state argument effect couldnt hold failed. blah"
530,"My ex-boyfriend hardcor marvel stan point relationship, start reveal blatant misogyni me. the huge red-flag hate toward brie larson. He incel, friend were not yet hate toward femal cast revolt"
531,f idiot i'm sure would suck CO CK
532,"incel kid school comment edits, act like edit"
533,wackest sayin fan favorit real nigga aint nobodi buyin pusha album guess nigga like someth stfu aint bloggin shit stop actin hard
534,meanwhil chad punch shit fist pussi consequ
535,fuck nigga. weak fuck nigga. cau whoop
536,"thi guy still retard, go around touch ppl even wanna make friends. idk mayb he' got kind mental disord"
537,bitch aint nobodi give fuck
538,least get bail kill entir famili jump build
539,dose look like gun dumb fuck mayb ask ur mom gun look like sell std pussi pay thetrail live
540,"thi I stay away foid costs, even look eye. you never shit catch you."
541,lier event hasnt yet dumbass
542,"lmao realli use statist 2001? anyways, say white male 19% suicid rate. So point? To prove black kill often? wrong. white male suicid 22,000, black male suicid 1,600. slow attend yale."
543,yall nigga whack. even make
544,"thi disgrace, whole metoo thing disgrace. If someon went ER even kill rel friend mine, I would sad blame"
545,fake study. you'r fool understand it.
546,select word post. you add lightli alreadi bullshit even touch arm hard. He touch waist. that' fuck retard though.
547,mmm ok bitch marri self cuz ur krazi dude would dumb shit
548,"My got hurt woman decid #yesallwomen incel kingdom, either terribl bait."
549,"damn dude, give troll bad name....i troll shit...."
550,"holi shit, I surpris end news. i'll execut via lethal inject way hell."
551,read comment? you'r moron.
552,women get twitter gener get 100k + like think someth I I get <3 interact get call incel.
553,idiots.
554,what actual fuck. how cuck britain get?
555,"go logic, metro part OS environment, go away start work. If spend time bitch metro get work done."
556,must look insan ffxiv mutual whenev talk cute uriang spend thr game look like talk like incel
557,still moron.
558,"imagin 5'3"" curri thick accent this. imagin social medium shitstorm.imagin destroy life would be.i hate women."
559,"21 year old, khhv, social anxieti fuck hate world"
560,abe incel simp. I said I said. He easili worst character.
561,"Or refrain sex. just will jump cock carousel without anticip potenti consequ whore, doesnƒ??t give right author life in-utero child,which product poor decis"
562,ooooop NO foul lol morons!!!
563,V nasti bitch
564,"idiot, still suck."
565,right dumb fool. obviou never play high level competit golf. dufner' penalti shot water short left. caddi need make sure player enough club forc shot. dufner tend hit pull draw get extra shot. wake fool. caddi need talk player make sure play right center hit easy(enough club) forc shot. Oh stupid understand.
566,"jreall100 fuck idiot! probley bigest here! I dont even start. first everyth said IS true racist shit . Ok second ccw doesnt mean start threat ppl. quickest way get ccw voided. Ok third say cop yet yyour say gonna beat/kil white like zimmerman black. fuck kid fuck ignor would say cop? better hope law enforc agenc see this, because, DO monitor worldstar. ima leav"
567,Or fuck off.
568,"omg lol look reason peopl troll real fact troll' averag stupid idiot get away post comment. If retard noth fear trolls. post someth stupid expect harassed. troll internet police, keep idiot posting. Oh stupid enough see comment seriou realiz troll get pissed. write paragraph talk back them....you friend got....trol :)"
569,ahhh would nice. i'm tire cbc losers. I like cherri everyon involv hnic go fuck off. No healey would nice.
570,sound like sore loser.
571,why? you'r fuck up. that' fault.
572,Fu ck sd. :):)
573,"oh, fuck tease!"
574,"lol fuck eras entir internet, jewbook stuff left minim detail case"
575,"31 year old khhv wizard. former chadlit fuck due voic disord chronic dick issues. fatti destroy body, porn addict, never left home, never anything. hope kill well 40."
576,"perhap ""if like s*ra incel"" ""if like defend riot shitti marketing"" bad opinion"
577,"she sound dumb fuck tbh, liter 70 IQ le"
578,"hello , 26 , anti feminist hell , hate woman , plan action feminist group"
579,ok hell released?i copi articl pther anyon fuck search tell fuck released?fuck it.
580,Id love bitch-slap bettman.... knock smug look ugli
581,show stupid ignor everi day.
582,you'r idiot dude.
583,brock lesnar dumb psycho dick bitch think troll tripl dick? Go fuck win tripl H! lost thugasuckdick cena jerk david otunga loser hope beat tripl H! live like windramm fuck!
584,yeah I know are. that' ok. I know express better three year old that' stay school...bett yet mom swallow lmao
585,"hater? moron u term, make moron. I like rains, rain hater?"
586,"first, make comment id guest? afraid reveal are? second, I sick tire stupid class warfare. you'v got quit stupid still know wealthi one' provid job work hard living. It obviou conclu tax produc jobs, produc reduc jobs. difficult understand, unless, course, liber thrive envi divi class warfare."
587,pussi cunt bitch stfu dickwad
588,it' moron.
589,incest forcible? idiot.
590,joke beyond stupid
591,"fuck server, admin staff corrupt, fuck fuck anyon play here, got ban say welcom owner, fuck."
592,"fuck stupid. ...... pageant girl choo .. ??? wtf. If mother wouldent shows, child would play normal like normal children.and look miss america gotten life ??miss america joke life."
593,i'm tell state crazi fuck insane. I hunt burn stake.
594,nahh true. hate true bet dirti white man' whore least look like smh!
595,dumbass watch then. fukkin whini bitch hyprocrit loser motherfook
596,"preach choir babygirl, sing sum soul sister, hatmoni riff bitch queen"
597,@danielle...you'r idiot...th thought someon tell bitch..hav ever heard own? jeesh
598,I sound like pimp bitch!! let go back get readi streets!! *grab neck*
599,shut pie hole b****!
600,"forget critic comment board mr. gill. it' time someon start expo idiot like guy delesdernier. guy arrog around pa judgement teacher whole time put togeth intellig sentenc writing. suppo attorney, member jpsb, past presid school board ? It tell must suck attorney keep seek polit job obviou need skill perform. guy get school board anyway ? embarrass JP state louisiana. god forbid moron would actual becom judge....... good job mr. gill !"
601,"AM happi UR nigerian, fuck off, U got NO swag"
602,"never off, fuck mean."
603,Err:509
604,idiot-_-
605,"not faster way hell tbh. nobody' worthi etern fire white, spoiled, privileg teenag girl ruin young man' life social awkward. If judg sentenc young prison without releas slap wrist, guilty."
606,mama juic produc idiot like you. josh put addict away contract move texas.
607,"mani rednecks, aipac jew lover moron black obamalov understand persian warmong people. If believey bad redneck nigger whatever, think twice.th persian iran persian sissi boy meet inamerican streets. mother fucker worst nightmar messwith unfair reasons. rememb mywords. I muslim either. mess smart talentedhuman outsid small brain."
608,fuck moder bitch
609,O wow eminem said IT law OF land huh? AN IM DA idiot? AN sinc U wana quot eminem DA fuck rai hailey HE didnt?
610,hottest? Is white sox hottest team right now? damn dude moron. anaheim angel play lot road game soon continu choke. I like think complet fail dumb@ss.
611,"dude ate dude' miami, you? becau sound crazy! actual think hunk shit madden repr real footbal better nba 2K repr real basketball?dude, time due back mental institution? seriously, time?"
612,you'r idiot.
613,"the iron backgrounds. although I supposedli bless 9 inch cock, skin body, even dick, cover moles. At 25, I hairlin 50 year old, curs eastern european guess.i live south korea right father business, whore itaewon wont even accept caus think i'm diseased. first impress alway pain caus cleft upper lip rice nigger mention everi singl time I meet new person, even take taxi exhausting.i havent outsid apart sinc april photo cherri blossom. thank god deliveri servic country. I bet untap amount resid cave-men like country."
614,"incel mental sad, self-fulfil posit feedback loop... ƒ??women hate iƒ??m go act despic possibl make hate even iƒ??m go act even wors responseƒ??"
615,I merciless armi virgin bend world possibl moon utopia cremat wish resum suffering.
616,thread woman retard lazi point becom delusion straight lie victimis themselves:
617,idea age run mouth bitch nigga
618,sir complet idiot
619,even dare threaten woman internet piec shit incel
620,prick dick
621,"fuck idiot, liter distinction, legal distinction, matter woman men, law say woman minor statu result gender! matters, run along let adult discu issue!"
622,idiot...
623,fuck him...and everybodi like him! lol
624,blame problem weakest vulner societi - Do anymor straw argument but?coward intellectu honesti - hypocrite. As know said.
625,skip need stick tebow obsession. give break idiot
626,"impi way say woman shove real woman dingal forc posit ci woman even though ""real"" caus sex male.i'v heard much shit understand"
627,"no, would idiot."
628,jwaan full shit usual.
629,"so, pit bull attach okay colli farm. moron."
630,ridicul articl ign. stupid hurts..
631,"25, M, braziliancel, I hate femoid general, My hideou I ca not connect femoids, I see species, like animals. i'm ugli fuck femoid hate me, I hate peopl general."
632,"We american love talk shit country. We know countri shit. you tri fit ""roast us"" make look like weird incel tri fit in, especi school shootings."
633,like call someon moron? wow. hypocrite.
634,"four ring already, realli onlin troll label boring."
635,tht nigga ai not bout it..wshh whi IS white h0nkeyass mofo ON
636,"yeah, fuck tejas./i leav good peopl willies- roll & smoke die...http://www.youtube.com/watch?v=nrh0jhuc1r4"
637,fuck friend
638,"smell desperation? see slip away. hate sell like use to. sure encourag encephalit head goober throw acid woman might happen. sure might feel good days, high five other. excit wear mirror. howdi piec shit, today. aww sad face? still 5 month over. give hate best. crosshair work good arizona. mayb go route."
639,shit say pretti motha fuxka facelookin arab clearli twitpic ass-less. pancak boooooti bytchlol
640,He regist sex offend tell whole neighborhood heƒ?? sex offend for rest life I would commit suicid place ungodli thing fuck whore
641,said DA onli I herd sayin dumb shyt like puerto rican wanna BE like dominican fuckin bird
642,dntchu go suck dick whrr el
643,"tahaaaa!!!!! Yo booti hurt fuckboi??!?!? It aint fault ur countri poor fuck! haha, graduat kathleen high school lakeland fl!(shoutsout 2 ray lewis) go 2 fullsail univ orlando FL pussyyyy!!!!. music engineering, video prod.....#i.j.s."
644,"mcdonald threaten parent order intimid speak tell truth coerc sign falsifi letter teacher defam besmirch cost jobs. it' someth heirarchi det/dec must engag IN keep job gutless, witless, brainless, greedy, deceitful, lying, corrupt, slimy, sack monkey shit, it. actual get other' miseri see cour onli interest retir ON highest level OF income!!!"
645,quit f*ckin troll understand pictur symbolize' stupid d*ck! So go back sh*t hole wvu board!
646,damn negga white grill fuck
647,fuck indian make proud
648,wow...bendtn ?.....are drugs?....you realli fuckedup day mention crappi player gum mouth playin like lil bitch
649,look like damn fool
650,<span> I much lie degen bastards.</span>\rthen live w/yourself?
651,naive.....u idiot.
652,"IS america doom, I wait fat pepsi drinkingclown-burg loser get destroy superior power. death america!"
653,statement idiot juvenile.
654,r suck dope dyck hard. fake chief keef block.
655,"must pretti short window lickin special aint caught buy iv makein typo comment shitz giggl ..if .your stupid think sure made mistak ecard bigger issu world like murder abu kid didnt think bigga rat freak about, hell glad made mistak laughin yall pinch bitch realli cheap cheep...oh well entertain entertainment."
656,f.u.c.k.i.n.g. idiot way quit time..
657,"aaronchi...i stupid know sarcasm face...consid castigated, get lost..."
658,"bettynmit' bad idiot read he' said hidden buried. As outsid area, I think shame greedi share beauti land too. sound like bitter sad person. i'd bad karma that, day."
659,oh like stupid .......
660,lame as watch E3 computer... i'll go E3 angel I E3 badg I pay shit :D trolololololol....i tell guy game play watch :D
661,it; idiot !!!
662,"bet cant danc better dum bitch stfu ... proabli mad jamaican fuck left , dum smut"
663,sound right. i'm oldcel even rememb girl jr high brag fuck two guy time.
664,"clearli stupid, meant thumb."
665,base comments... got hate puppy.
666,"malala yousafzai shot fuck head still got oxford. thi 17-year-old touch arm waist claim psycholg scarred. wow, like...seriously? hahahahaha"
667,"moron. I comput guy company. My mouth get trouble? I doubt it. stupid M F er.again, account? I know, say...douch bag."
668,"opinionated, uneduc idiot. kingdom heaven director' cut masterpiece."
669,fuck asshole! Do like that?
670,"learn read comprehension. sure urlach average, mayb even great, I said he' dick butku time. In respon team comment, I add proof bear suck. As chicago politics, realli need told chicago way? It influenc everything, even crappi organ call chicago bears."
671,well guess what..... I give fuck loli mom though get english right nigga!!
672,leyland total idiot. Is refer fact incap make deci
673,philli terrible. go back cave
674,"you'r anoth fuck idiot know noth drugs.\n\nwikipedia molecular fuck structur OF A great mani differ illeg drugs, fucko."
675,100% agr shauni fake even fake tear cri river bitch like rat save
676,f uck idiot. enjoy dream world
677,"who' dumb one, UH you! grow up!"
678,"discov site mental condit ot control rli ,when hypomania kick anyth dont give shit law . cope read surviv rode bike . stop take drug drink coff ...."
679,"when femoid make feel like shit, I listen xxxtentacion make pain go away"
680,"some alway like woman this, woman that, muh women bad. bro fault incel. So shut up."
681,pathetic. asham herself. If get attent go get real life crawl back rock came.
682,@tttttt5:disqu you'r idiot. say anywh articl crook cop? Oh that' right nowhere..quit quick judg moron.
683,bitch callin hispan mexican? mean grandpa lipsthat rascist hell. lawwdddd i'm gonna lookin hard mirror
684,"I use word damn post reject it. this, fuck you!"
685,"As usual, pure hogwash matter mani fake use. thick what? wacko moron. lie loser fall anoth league. read well you? taught truth wacko' give chariti noth front. As usual, idiot, uou ignor truth post pure lie dead pedophile."
686,"@voguett - i'll cut chase: you'r idiot. granted, duke, ironman, nusholtz, realityczech may dumber, borderlin mental retarded."
687,shut tire comment suck
688,like guy said...anoth fake job. wincey fraudi woods!!
689,cream cream.... wtf talk kg
690,truli idiot. pitch hitter. shut up.
691,complet idiot robert...peol like countri lose freedom everi daythi moron (potus) office...
692,like diploma (of kind).com get money white (coke) mob (money bitches) stop snitchin make rap career.
693,jimmy...produc anyth ani valu anyon need find someon trade someth need. it' simple.tip day: whine worthless.
694,murder victim impaired. system mean impair store manag think murder victim impaired. lie scum
695,"hey goddamn faggot keep jack comment please.thanks, keep hold dick too. (actual said cool way fag- know that, sinc are)"
696,fuck disgrac piss
697,"@vladimirmatyukhinactu dipshit, inform 1-2 day submit photo. I got DM 21st. you'r mad get pair. typic hater ahaha."
698,"you, sir, moron."
699,"dnt like lil b? that' first, faggot."
700,"holi fuck shit, fuck graph tie noos me.it over. absolut over. how could bastard heartless publish this? thi school shoot happen."
701,"68,000 view fuck boy....swallow"
702,"girl need learn shut up, beautiful, know that' realli matter know unhealthy, quiet word hate (the major women) tire hate."
703,shut fuck chiodo know noth soccer
704,juvenil idioci juvenil idiot.
705,"mean perfect* stupid, hate white peopl base 2 bitch stupid??"
706,mom smell like fish
707,biggest idiot boards. typic
708,sad pathet loser donkey.
709,"I feel, I think ... I am, fact, ration conver continu display stupid evid blind allegi true sourc chang poltroon think need - marxism. idiot plung headlong destruct laugh cheer it, pitiful, pathet spectacl ..."
710,person make stupid handl troll internet messag boards? - futur star episod hoarders. mayb give away dozen 2 mom basement
711,"rememb tackl talk """"""""""""""""""teenager"""""""""""" 19 year old?"
712,see I except i'm sour incel
713,"many, american koreans, pretti much karens, valu proxim white use misogyny/homophobia SK justifi racial self hatr"
714,"he' bald sub8, commit crime look woman."
715,If ethnic would arrest
716,great incel mind think alik
717,incel get laid celout
718,"no, see, avatar underag cartoon girl iron I send swastika meme jewish journalists. i'm actual normal call peopl n-word day degener marxist call incel, hey go"
719,He later convict sexual assault. 200 hour unpaid work 5 year sex offend regist restrain order.
720,seem though tweet made realm angri incel twitter. lord help us.
721,incel mean anyth anymor point
722,have ever actual read anyth either pasts? Or hear fortnit incel circlejerks?
723,got left read..... feel incel transform coming...... ahahahahahahahahahaha
724,"jrincel- incel watch jreg, arguabl averag jreg viewer usual donƒ??t"
725,imagin judg actual call assault.
726,"He jailed, nevetheless I le sympathi redpilling, loudmouth coper autist teencel"
727,you lucki bastard. I wish american cultur recept older guy date teen
728,"So what, make easier get thumb. make foid random realli god mode = on, fuark. thi guy solid 8-8.5/10, chad."
729,"realli hide pedo scare got tackl approaching, touching, 19 year old woman?"
730,"thi guy solid 8-8.5/10, chad."
731,"Ok I saw end time isnt chad, sub8 theorist suicid watch I guess."
732,My favorit movi list read like incel manifesto
733,I think put argument rest. toronto truli ultim incel hell
734,@dashrender619 you'r smart dick.
735,yƒ??all heard word incel throw @ anyth doesnƒ??t worship woman
736,guy video solid high tier normie.
737,incel ad worth .......... damn
738,"are serious? goddamn, even judg suck dri tit feminism. time begin world reset."
739,"hi. i'm effemin emotional. that' thing I hate personality. I friends. i'm hideous, I cleft lip deform headshape. bloat face, fat. when I move europ I gain 50 kgs. i'm diet i'm scared."
740,this. she want victim card free pa good life fuck life worth obvious cruel heartless monster.
741,discord mod next level shit
742,person sick
743,fuck. fuck. fuck. I hate thi world.
744,"mare femoid' wet dream: slut minor except attract liter crimin romant sexual desir unattract low-statu men. thi world paradox get slutty, degeneraty, full std ... time prude conserv puritan. it' get slutti minor attract high-statu femoid compet for, unattract low-statu live fuck nightmar might life destroy touch someone' arm awkwardli tri chat"
745,"@jordan- perfect exampl jealou kristen hater, dish take. bash kristen better fuck count fact I shut insult lie down. So celebuzz featur nicol made queen cannes?? that' funni everi major medium outlet talk rob kristen highlight cannes, kristen' red dress t"
746,"honestbroker247 repli ssgduke57h go conservatives.... suckduck you.____________________________________________________________________________yepp claim him, pile r p shovel fertil pit!!! think intelligent, realiti brain cement sidewalk, arrog punk cannot critic bogu presid have, acknowledg everi post make........rememb this, brokeback warrior stupid stupid does...and bro good spread stupid!!!!!!!!!!!!!!"
747,"oooooorrrrrr, h0m0 f@ggot need to. sound like fit ugly, fat, find desper enough marri nasti fat @ss. lol"
748,hate averag
749,I hate virgin
750,In year get married. well fuck go like anim toss kid away randomli rais god know who. we'r gonna wild animals.
751,"not faster way hell tbh. nobody' worthi etern fire white, spoiled, privileg teenag girl ruin young man' life social awkward. If judg sentenc young prison without releas slap wrist, guilty."
752,"and that' count guy get starfish sex wife girlfriends, forc bang fat girls, use escorts."
753,"impi way say woman shove real woman dingal forc posit ci woman even though ""real"" caus sex male.i'v heard much shit understand"
754,post shit men.h as
